Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear;AcceptedSpecies
Ostrinia nubilalis;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Ostrinia nubilalis
Zeiraphera diniana;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Zeiraphera griseana
Plutella xylostella;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Helicoverpa armigera;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa armigera
Spodoptera exempta;Seychelles;Oceanina;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera exempta
Coleophora deauratella;Canada;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Coleophora deauratella
Gymnandrosoma aurantianum;Brazil;Neotropical;;;0.0;;;1.0;1993.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Gymnandrosoma aurantianum
Sitotroga cerealella;Indian Asian Islands;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Sitotroga cerealella
Phyllocnistis citrella;Indian Asian Islands;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Helicoverpa armigera;Indian Asian Islands;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa armigera
Spodoptera litura;Indian Asian Islands;Oriental;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera litura
Plutella xylostella;Indian Asian Islands;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Pectinophora gossypiella;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Phthorimaea absoluta;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea absoluta
Crocidosema plebejana;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Crocidosema plebejana
Sitotroga cerealella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Sitotroga cerealella
Phyllocnistis citrella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Spodoptera frugiperda;India;Oriental;;;0.0;;1.0;1.0;2018.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera frugiperda
Conogethes punctiferalis;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Conogethes punctiferalis
Agrotis ipsilon;India;Oriental;0.0;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Agrotis ipsilon
Erionota thrax;Indian Asian Islands;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Erionota thrax
Plutella xylostella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Carposina sasakii;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Carposina sasakii
Conogethes punctiferalis;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Conogethes punctiferalis
Hyphantria cunea;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Hyphantria cunea
Pieris rapae;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Pieris rapae;Alaska;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Gymnandrosoma aurantianum;Brazil;Neotropical;;;0.0;;;1.0;1994.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Gymnandrosoma aurantianum
Pectinophora gossypiella;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Galleria mellonella;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Galleria mellonella
Grapholita molesta;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Grapholita molesta
Plutella xylostella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Pyroderces rileyi;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Anatrachyntis rileyi
Ostrinia nubilalis;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Ostrinia nubilalis
Phyllocnistis citrella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Pieris rapae;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Phthorimaea operculella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Phyllocnistis citrella;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Pieris rapae;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Pectinophora gossypiella;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Spodoptera frugiperda;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera frugiperda
Agrotis ipsilon;China;Sino-Japanese;0.0;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Agrotis ipsilon
Plutella xylostella;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Phthorimaea operculella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Pieris rapae;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Pectinophora gossypiella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Duponchelia fovealis;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Duponchelia fovealis
Pyroderces rileyi;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Anatrachyntis rileyi
Plutella xylostella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Galleria mellonella;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Galleria mellonella
Pieris rapae;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Pectinophora gossypiella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Lymantria dispar;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Lymantria dispar
Orthotaenia undulana;Canada;Nearctic;1.0;;0.0;0.0;;1.0;;Gilligan, T., et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594;2020;Orthotaenia undulana
Ostrinia nubilalis;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Ostrinia nubilalis
Pyroderces rileyi;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Anatrachyntis rileyi
Plutella xylostella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Grapholita molesta;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Grapholita molesta
Galleria mellonella;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Galleria mellonella
Duponchelia fovealis;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Duponchelia fovealis
Sitotroga cerealella;India;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Sitotroga cerealella
Phyllocnistis citrella;India;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Spodoptera frugiperda;India;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera frugiperda
Cactoblastis cactorum;United States;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cactoblastis cactorum
Plutella xylostella;India;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Cactoblastis cactorum;Saint Helena, Ascension and Tris;Afrotropical;;;0.0;;1.0;1.0;1974.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cactoblastis cactorum
Helicoverpa armigera;Saint Helena, Ascension and Tris;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa armigera
Crocidosema plebejana;Saint Helena, Ascension and Tris;Afrotropical;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Crocidosema plebejana
Spodoptera littoralis;Saint Helena, Ascension and Tris;Afrotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera littoralis
Pieris brassicae;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris brassicae
Phthorimaea operculella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Sitotroga cerealella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Sitotroga cerealella
Phyllocnistis citrella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Spodoptera frugiperda;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera frugiperda
Agrotis ipsilon;India;Oriental;0.0;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Agrotis ipsilon
Plutella xylostella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Pieris brassicae;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris brassicae
Phthorimaea absoluta;Azores;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea absoluta
Phthorimaea operculella;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Phyllocnistis citrella;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Opogona sacchari;Azores;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Opogona sacchari
Helicoverpa armigera;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa armigera
Erionota torus;India;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Erionota torus
Noctua pronuba;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Noctua pronuba
Cryptoblabes gnidiella;Azores;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cryptoblabes gnidiella
Agrotis ipsilon;Azores;Palearctic;0.0;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Agrotis ipsilon
Spodoptera littoralis;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera littoralis
Spodoptera litura;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera litura
Epiphyas postvittana;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Epiphyas postvittana
Plutella xylostella;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Grapholita molesta;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Grapholita molesta
Prays citri;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Prays citri
Galleria mellonella;Azores;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Galleria mellonella
Phthorimaea absoluta;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea absoluta
Phthorimaea operculella;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Pectinophora gossypiella;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Helicoverpa zea;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa zea
Helicoverpa armigera;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa armigera
Gymnandrosoma aurantianum;Brazil;Neotropical;;;0.0;;;1.0;1931.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Gymnandrosoma aurantianum
Plutella xylostella;Brazil;Neotropical;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Carposina sasakii;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Carposina sasakii
Hyphantria cunea;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Hyphantria cunea
Spodoptera frugiperda;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera frugiperda
Opogona sacchari;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Opogona sacchari
Dendrolimus punctatus;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Dendrolimus punctata
Adoxophyes orana;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Adoxophyes orana
Plutella xylostella;China;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Spodoptera exempta;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera exempta
Pieris brassicae;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris brassicae
Phthorimaea operculella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Chrysodeixis chalcites;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Chrysodeixis chalcites
Cydalima perspectalis;Azores;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cydalima perspectalis
Sitotroga cerealella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Sitotroga cerealella
Phyllocnistis citrella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
Spodoptera frugiperda;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera frugiperda
Agrotis ipsilon;India;Oriental;0.0;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Agrotis ipsilon
Plutella xylostella;India;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Plutella xylostella
Helicoverpa armigera;Papua New Guinea;Oceanina;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Helicoverpa armigera
Opogona sacchari;Japan;Oriental;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Opogona sacchari
Cacoecimorpha pronubana;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cacoecimorpha pronubana
Phthorimaea operculella;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Coleophora deauratella;Canada;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Coleophora deauratella
Gypsonoma aceriana;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Gypsonoma aceriana
Rhyacionia buoliana;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Rhyacionia buoliana
Argyresthia pruniella;Canada;Nearctic;;;0.0;;1.0;1.0;2007.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Argyresthia pruniella
Duponchelia fovealis;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Duponchelia fovealis
Noctua pronuba;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Noctua pronuba
Lymantria dispar;Canada;Nearctic;;;0.0;;;1.0;1993.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Lymantria dispar
Acleris variegana;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Acleris variegana
Caloptilia syringella;Canada;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Gracillaria syringella
Enarmonia formosana;Canada;Nearctic;;;0.0;;1.0;1.0;1989.0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Enarmonia formosana
Galleria mellonella;Canada;Nearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Galleria mellonella
Cacoecimorpha pronubana;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Cacoecimorpha pronubana
Spodoptera exempta;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Spodoptera exempta
Phthorimaea operculella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phthorimaea operculella
Pieris rapae;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pieris rapae
Pectinophora gossypiella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Pectinophora gossypiella
Phyllocnistis citrella;United States;Nearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024;Phyllocnistis citrella
